,annotator_name,roi_id,s2_id_gee,s2_id,s2_date,s2_sen2cor_version,s2_fmask_version,s2_cloudless_version,s2_reflectance_conversion_correction,s2_aot_retrieval_accuracy,s2_water_vapour_retrieval_accuracy,s2_view_off_nadir,s2_view_sun_azimuth,s2_view_sun_elevation,s1_id,s1_date,s1_grd_post_processing_software_name,s1_grd_post_processing_software_version,s1_slc_processing_facility_name,s1_slc_processing_software_version,s1_radar_coverage,land_cover,label_type,cloud_coverage,test,difficulty,proj_epsg,proj_geometry,proj_shape,proj_centroid,proj_transform
10,JHOMIRA,ROI_0157,20190213T135111_20190213T135453_T21JWG,S2A_MSIL1C_20190213T135111_N0207_R024_T21JWG_20190225T104154,2019-02-13T14:00:51Z,N02.11,4.3.0,1.5.0,1.02736439025,0,0,0,64.7723281597,57.7296453863,S1B_IW_GRDH_1SDV_20190211T090506_20190211T090531_014896_01BCEA_0208,2019-02-11T09:05:06Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - UPA,2.91,1.0,30,high,almost-clear,2,2.0,32721,"POLYGON ((503100 6592630, 508190 6592630, 508190 6597720, 503100 6597720, 503100 6592630))",509,POINT (-56.94101 -30.77641),"10, 0, 503100, 0, -10, 6597720"
11,JHOMIRA,ROI_0157,20190901T135111_20190901T135113_T21JWG,S2A_MSIL1C_20190901T135111_N0208_R024_T21JWG_20190901T153028,2019-09-01T14:00:55Z,N02.13,4.3.0,1.5.0,0.980542153053,0,0,0,37.3730351174,43.9458366804,S1B_IW_GRDH_1SDV_20190903T090515_20190903T090540_017871_021A1F_EF3A,2019-09-03T09:05:15Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - UPA,3.1,1.0,30,high,cloud-free,2,1.0,32721,"POLYGON ((503100 6592630, 508190 6592630, 508190 6597720, 503100 6597720, 503100 6592630))",509,POINT (-56.94101 -30.77641),"10, 0, 503100, 0, -10, 6597720"
12,JHOMIRA,ROI_0157,20200208T135101_20200208T135104_T21JWF,S2A_MSIL1C_20200208T135101_N0209_R024_T21JWF_20200208T152942,2020-02-08T14:01:01Z,N02.14,4.3.0,1.5.0,1.02914839363,0,0,0,65.9993268285,58.4180177604,S1B_IW_GRDH_1SDV_20200206T090513_20200206T090538_020146_02622C_DBFE,2020-02-06T09:05:13Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,30,high,mid-cloudy,2,2.0,32721,"POLYGON ((503100 6592630, 508190 6592630, 508190 6597720, 503100 6597720, 503100 6592630))",509,POINT (-56.94101 -30.77641),"10, 0, 503100, 0, -10, 6597720"
13,JHOMIRA,ROI_0157,20200314T135109_20200314T135334_T21JVF,S2B_MSIL1C_20200314T135109_N0209_R024_T21JVF_20200314T185253,2020-03-14T14:01:11Z,N02.14,4.3.0,1.5.0,1.01374838000259,0,0,0,49.5719035962081,49.8246570628371,S1B_IW_GRDH_1SDV_20200313T090512_20200313T090537_020671_0272F7_1887,2020-03-13T09:05:12Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,30,high,cloudy,2,3.0,32721,"POLYGON ((503100 6592630, 508190 6592630, 508190 6597720, 503100 6597720, 503100 6592630))",509,POINT (-56.94101 -30.77641),"10, 0, 503100, 0, -10, 6597720"
14,JHOMIRA,ROI_0157,20200513T135109_20200513T135451_T21JVF,S2B_MSIL1C_20200513T135109_N0209_R024_T21JVF_20200513T185046,2020-05-13T14:01:12Z,N02.14,4.3.0,1.5.0,0.981019822780906,0,0,0,30.4504035325488,34.1653883010159,S1B_IW_GRDH_1SDV_20200512T090514_20200512T090539_021546_028E87_FFC3,2020-05-12T09:05:14Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,30,high,low-cloudy,2,2.0,32721,"POLYGON ((503100 6592630, 508190 6592630, 508190 6597720, 503100 6597720, 503100 6592630))",509,POINT (-56.94101 -30.77641),"10, 0, 503100, 0, -10, 6597720"
15,JHOMIRA,ROI_0160,20190225T134209_20190225T134831_T21KYR,S2B_MSIL1C_20190225T134209_N0207_R124_T21KYR_20190225T201444,2019-02-25T13:48:42Z,N02.11,4.3.0,1.5.0,1.0225208594,0,0,0,70.8237030613,57.8143545254,S1B_IW_GRDH_1SDV_20190223T090236_20190223T090301_015071_01C2A4_2BA9,2019-02-23T09:02:36Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - DPA,2.91,1.0,40,high,low-cloudy,2,2.0,32721,"POLYGON ((755750 7524780, 760840 7524780, 760840 7529870, 755750 7529870, 755750 7524780))",509,POINT (-54.49219 -22.34058),"10, 0, 755750, 0, -10, 7529870"
16,JHOMIRA,ROI_0160,20190504T135121_20190504T135717_T21KYR,S2A_MSIL1C_20190504T135121_N0207_R024_T21KYR_20190504T170934,2019-05-04T13:58:40Z,N02.11,4.3.0,1.5.0,0.985711170624,0,0,0,33.7475570055,45.1417405957,S1B_IW_GRDH_1SDV_20190506T090238_20190506T090303_016121_01E54D_8F28,2019-05-06T09:02:38Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - UPA,2.91,1.0,40,high,mid-cloudy,2,3.0,32721,"POLYGON ((755750 7524780, 760840 7524780, 760840 7529870, 755750 7529870, 755750 7524780))",509,POINT (-54.49219 -22.34058),"10, 0, 755750, 0, -10, 7529870"
17,JHOMIRA,ROI_0160,20191210T135111_20191210T135108_T21KYR,S2A_MSIL1C_20191210T135111_N0208_R024_T21KYR_20191210T153004,2019-12-10T13:58:33Z,N02.13,4.3.0,1.5.0,1.03031970727,0,0,0,96.4115641608,68.7188914167,S1B_IW_GRDH_1SDV_20191208T090245_20191208T090310_019271_02462C_352A,2019-12-08T09:02:45Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,40,high,cloudy,2,2.0,32721,"POLYGON ((755750 7524780, 760840 7524780, 760840 7529870, 755750 7529870, 755750 7524780))",509,POINT (-54.49219 -22.34058),"10, 0, 755750, 0, -10, 7529870"
18,JHOMIRA,ROI_0160,20200311T134209_20200311T134208_T21KYR,S2B_MSIL1C_20200311T134209_N0209_R124_T21KYR_20200311T201237,2020-03-11T13:48:39Z,N02.14,4.3.0,1.5.0,1.01534426860597,0,0,0,61.2657723214185,55.5060641929301,S1B_IW_GRDH_1SDV_20200313T090242_20200313T090307_020671_0272F7_270F,2020-03-13T09:02:42Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,40,high,cloud-free,2,1.0,32721,"POLYGON ((755750 7524780, 760840 7524780, 760840 7529870, 755750 7529870, 755750 7524780))",509,POINT (-54.49219 -22.34058),"10, 0, 755750, 0, -10, 7529870"
19,JHOMIRA,ROI_0160,20200428T135121_20200428T135115_T21KYR,S2A_MSIL1C_20200428T135121_N0209_R024_T21KYR_20200428T153341,2020-04-28T13:58:39Z,N02.14,4.3.0,1.5.0,0.988465294103045,0,0,0,35.1583582997167,46.3800736746614,S1B_IW_GRDH_1SDV_20200430T090244_20200430T090309_021371_028914_D738,2020-04-30T09:02:44Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,40,high,almost-clear,2,3.0,32721,"POLYGON ((755750 7524780, 760840 7524780, 760840 7529870, 755750 7529870, 755750 7524780))",509,POINT (-54.49219 -22.34058),"10, 0, 755750, 0, -10, 7529870"
20,EDUARDO,ROI_0161,20190103T133219_20190103T133222_T22KEA,S2B_MSIL1C_20190103T133219_N0207_R081_T22KEA_20190103T151340,2019-01-03T13:38:30Z,N02.11,4.3.0,1.5.0,1.03424611388,0,0,0,96.6208565024,65.1380398489,S1B_IW_GRDH_1SDV_20190101T085429_20190101T085454_014298_01A99A_7911,2019-01-01T08:54:29Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - DPA,2.91,1.0,40,high,almost-clear,2,2.0,32722,"POLYGON ((536320 7585010, 541410 7585010, 541410 7590100, 536320 7590100, 536320 7585010))",509,POINT (-50.62396 -21.81543),"10, 0, 536320, 0, -10, 7590100"
21,EDUARDO,ROI_0161,20190717T133231_20190717T133229_T22KEA,S2A_MSIL1C_20190717T133231_N0208_R081_T22KEA_20190717T151419,2019-07-17T13:38:37Z,N02.13,4.3.0,1.5.0,0.967710043576,0,0,0,33.4884824984,39.0722246529,S1B_IW_GRDH_1SDV_20190719T084624_20190719T084649_017200_020592_3314,2019-07-19T08:46:24Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - UPA,3.1,1.0,40,high,mid-cloudy,2,4.0,32722,"POLYGON ((536320 7585010, 541410 7585010, 541410 7590100, 536320 7590100, 536320 7585010))",509,POINT (-50.62396 -21.81543),"10, 0, 536320, 0, -10, 7590100"
22,EDUARDO,ROI_0161,20190722T133239_20190722T133233_T22KEA,S2B_MSIL1C_20190722T133239_N0208_R081_T22KEA_20190722T151028,2019-07-22T13:38:41Z,N02.13,4.3.0,1.5.0,0.968230478381,0,0,0,34.2099689367,39.8111646868,S1B_IW_GRDH_1SDV_20190724T085433_20190724T085458_017273_0207CB_E581,2019-07-24T08:54:33Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,40,high,cloudy,2,3.0,32722,"POLYGON ((536320 7585010, 541410 7585010, 541410 7590100, 536320 7590100, 536320 7585010))",509,POINT (-50.62396 -21.81543),"10, 0, 536320, 0, -10, 7590100"
23,EDUARDO,ROI_0161,20200328T133219_20200328T133222_T22KEA,S2B_MSIL1C_20200328T133219_N0209_R081_T22KEA_20200328T151223,2020-03-28T13:38:30Z,N02.14,4.3.0,1.5.0,1.00595971747236,0,0,0,49.4030677794899,53.2502549915785,S1B_IW_GRDH_1SDV_20200327T084625_20200327T084650_020875_027958_9449,2020-03-27T08:46:25Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,40,high,low-cloudy,2,3.0,32722,"POLYGON ((536320 7585010, 541410 7585010, 541410 7590100, 536320 7590100, 536320 7585010))",509,POINT (-50.62396 -21.81543),"10, 0, 536320, 0, -10, 7590100"
24,EDUARDO,ROI_0161,20200427T133219_20200427T133219_T22KEA,S2B_MSIL1C_20200427T133219_N0209_R081_T22KEA_20200427T151226,2020-04-27T13:38:28Z,N02.14,4.3.0,1.5.0,0.989004518141536,0,0,0,36.598575515041,46.0707042274674,S1B_IW_GRDH_1SDV_20200425T085435_20200425T085500_021298_0286D6_4255,2020-04-25T08:54:35Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,40,high,cloud-free,2,1.0,32722,"POLYGON ((536320 7585010, 541410 7585010, 541410 7590100, 536320 7590100, 536320 7585010))",509,POINT (-50.62396 -21.81543),"10, 0, 536320, 0, -10, 7590100"
25,FERNANDO,ROI_0171,20190222T150719_20190222T150824_T19NCJ,S2B_MSIL1C_20190222T150719_N0207_R082_T19NCJ_20190222T200123,2019-02-22T15:10:54Z,N02.11,4.3.0,1.5.0,1.02380398468,0,0,0,124.154437864,58.6197702335,S1B_IW_GRDH_1SDV_20190223T225731_20190223T225756_015080_01C2ED_7155,2019-02-23T22:57:31Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - DPA,2.91,1.0,30,high,cloudy,2,3.0,32619,"POLYGON ((381800 852620, 386890 852620, 386890 857710, 381800 857710, 381800 852620))",509,POINT (-70.04879 7.735187),"10, 0, 381800, 0, -10, 857710"
26,FERNANDO,ROI_0171,20191030T150719_20191030T150721_T19NCJ,S2B_MSIL1C_20191030T150719_N0208_R082_T19NCJ_20191030T183353,2019-10-30T15:10:56Z,N02.13,4.3.0,1.5.0,1.01266864411,0,0,0,139.385190886,61.7589715294,S1B_IW_GRDH_1SDV_20191028T224927_20191028T224952_018682_02335D_D66A,2019-10-28T22:49:27Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,30,high,almost-clear,2,2.0,32619,"POLYGON ((381800 852620, 386890 852620, 386890 857710, 381800 857710, 381800 852620))",509,POINT (-70.04879 7.735187),"10, 0, 381800, 0, -10, 857710"
27,FERNANDO,ROI_0171,20191104T150721_20191104T150723_T19NCJ,S2A_MSIL1C_20191104T150721_N0208_R082_T19NCJ_20191104T164815,2019-11-04T15:10:58Z,N02.13,4.3.0,1.5.0,1.01534167257,0,0,0,141.583898772,60.5747751998,S1B_IW_GRDH_1SDV_20191102T225743_20191102T225808_018755_023599_01C3,2019-11-02T22:57:43Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,30,high,mid-cloudy,2,2.0,32619,"POLYGON ((381800 852620, 386890 852620, 386890 857710, 381800 857710, 381800 852620))",509,POINT (-70.04879 7.735187),"10, 0, 381800, 0, -10, 857710"
28,FERNANDO,ROI_0171,20191124T150721_20191124T150720_T19NCJ,S2A_MSIL1C_20191124T150721_N0208_R082_T19NCJ_20191124T165005,2019-11-24T15:10:56Z,N02.13,4.3.0,1.5.0,1.02478891188,0,0,0,146.485127198,56.0380545471,S1B_IW_GRDH_1SDV_20191126T225743_20191126T225808_019105_0240E5_8BE8,2019-11-26T22:57:43Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,30,high,cloud-free,2,1.0,32619,"POLYGON ((381800 852620, 386890 852620, 386890 857710, 381800 857710, 381800 852620))",509,POINT (-70.04879 7.735187),"10, 0, 381800, 0, -10, 857710"
29,FERNANDO,ROI_0171,20191229T150719_20191229T150928_T19NCJ,S2B_MSIL1C_20191229T150719_N0208_R082_T19NCJ_20191229T182937,2019-12-29T15:10:50Z,N02.13,4.3.0,1.5.0,1.0339005863,0,0,0,144.386546265,51.7600053292,S1B_IW_GRDH_1SDV_20191227T224926_20191227T224951_019557_024F55_1C28,2019-12-27T22:49:26Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,30,high,low-cloudy,2,2.0,32619,"POLYGON ((381800 852620, 386890 852620, 386890 857710, 381800 857710, 381800 852620))",509,POINT (-70.04879 7.735187),"10, 0, 381800, 0, -10, 857710"
30,JHOMIRA,ROI_0172,20181224T150719_20181224T151034_T19NCH,S2B_MSIL1C_20181224T150719_N0207_R082_T19NCH_20181224T182702,2018-12-24T15:11:06Z,N02.11,4.3.0,1.5.0,1.03335085193,0,0,0,144.664761652,52.7251737367,S1B_IW_GRDH_1SDV_20181225T225711_20181225T225736_014205_01A677_965F,2018-12-25T22:57:11Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - DPA,2.91,1.0,30,high,cloud-free,2,1.0,32619,"POLYGON ((369280 693600, 374370 693600, 374370 698690, 369280 698690, 369280 693600))",509,POINT (-70.15874 6.296702),"10, 0, 369280, 0, -10, 698690"
31,JHOMIRA,ROI_0172,20190222T150719_20190222T150824_T19NCG,S2B_MSIL1C_20190222T150719_N0207_R082_T19NCG_20190222T200123,2019-02-22T15:11:24Z,N02.11,4.3.0,1.5.0,1.02380398468,0,0,0,121.741159463,59.709701574,S1B_IW_GRDH_1SDV_20190223T225706_20190223T225731_015080_01C2ED_BC9B,2019-02-23T22:57:06Z,Sentinel-1 IPF,2.91,Copernicus S1 Core Ground Segment - DPA,2.91,1.0,30,high,cloudy,2,4.0,32619,"POLYGON ((369280 693600, 374370 693600, 374370 698690, 369280 698690, 369280 693600))",509,POINT (-70.15874 6.296702),"10, 0, 369280, 0, -10, 698690"
32,JHOMIRA,ROI_0172,20191020T150719_20191020T150721_T19NCH,S2B_MSIL1C_20191020T150719_N0208_R082_T19NCH_20191020T183554,2019-10-20T15:11:11Z,N02.13,4.3.0,1.5.0,1.00709313581,0,0,0,132.408114249,64.6964947891,S1B_IW_GRDH_1SDV_20191021T225719_20191021T225744_018580_02301A_FD51,2019-10-21T22:57:19Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,30,high,low-cloudy,2,2.0,32619,"POLYGON ((369280 693600, 374370 693600, 374370 698690, 369280 698690, 369280 693600))",509,POINT (-70.15874 6.296702),"10, 0, 369280, 0, -10, 698690"
33,JHOMIRA,ROI_0172,20191104T150721_20191104T150723_T19NCG,S2A_MSIL1C_20191104T150721_N0208_R082_T19NCG_20191104T164815,2019-11-04T15:11:28Z,N02.13,4.3.0,1.5.0,1.01534167257,0,0,0,139.680318186,62.0531710718,S1B_IW_GRDH_1SDV_20191102T225718_20191102T225743_018755_023599_EA6B,2019-11-02T22:57:18Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,1.0,30,high,almost-clear,2,2.0,32619,"POLYGON ((369280 693600, 374370 693600, 374370 698690, 369280 698690, 369280 693600))",509,POINT (-70.15874 6.296702),"10, 0, 369280, 0, -10, 698690"
34,JHOMIRA,ROI_0172,20200323T150721_20200323T150716_T19NCH,S2A_MSIL1C_20200323T150721_N0209_R082_T19NCH_20200323T195639,2020-03-23T15:11:06Z,N02.14,4.3.0,1.5.0,1.00876022301328,0,0,0,101.511159218679,65.3417124182313,S1B_IW_GRDH_1SDV_20200325T225715_20200325T225740_020855_0278C2_7062,2020-03-25T22:57:15Z,Sentinel-1 IPF,3.2,Copernicus S1 Core Ground Segment - DPA,3.2,1.0,30,high,mid-cloudy,2,3.0,32619,"POLYGON ((369280 693600, 374370 693600, 374370 698690, 369280 698690, 369280 693600))",509,POINT (-70.15874 6.296702),"10, 0, 369280, 0, -10, 698690"
35,FERNANDO,ROI_0210,20190710T063631_20190710T063631_T43WFT,S2A_MSIL1C_20190710T063631_N0208_R120_T43WFT_20190710T080107,2019-07-10T06:39:48Z,N02.13,4.3.0,1.5.0,0.967369575639,0,0,0,177.033333049,42.4669912495,S1B_IW_GRDH_1SDV_20190709T012933_20190709T012958_017050_02013C_8B62,2019-07-09T01:29:33Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,0.910641845600411,90,high,cloudy,2,3.0,32643,"POLYGON ((621670 7743010, 626760 7743010, 626760 7748100, 621670 7748100, 621670 7743010))",509,POINT (78.2228 69.78839),"10, 0, 621670, 0, -10, 7748100"
36,FERNANDO,ROI_0210,20190719T070631_20190719T070626_T43WFT,S2A_MSIL1C_20190719T070631_N0208_R106_T43WFT_20190719T090440,2019-07-19T07:09:40Z,N02.13,4.3.0,1.5.0,0.967864057523,0,0,0,186.037930267,41.0188944365,S1B_IW_GRDH_1SDV_20190721T012934_20190721T012959_017225_020652_D7CA,2019-07-21T01:29:34Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - DPA,3.1,0.912795612183063,90,high,cloud-free,2,1.0,32643,"POLYGON ((621670 7743010, 626760 7743010, 626760 7748100, 621670 7748100, 621670 7743010))",509,POINT (78.2228 69.78839),"10, 0, 621670, 0, -10, 7748100"
37,FERNANDO,ROI_0210,20190731T065629_20190731T065739_T43WFT,S2B_MSIL1C_20190731T065629_N0208_R063_T43WFT_20190731T105503,2019-07-31T06:59:46Z,N02.13,4.3.0,1.5.0,0.969686303751,0,0,0,182.865638308,38.52235301,S1B_IW_GRDH_1SDV_20190802T012934_20190802T012959_017400_020B8A_E4AD,2019-08-02T01:29:34Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - UPA,3.1,0.912305417996688,90,high,mid-cloudy,2,2.0,32643,"POLYGON ((621670 7743010, 626760 7743010, 626760 7748100, 621670 7748100, 621670 7743010))",509,POINT (78.2228 69.78839),"10, 0, 621670, 0, -10, 7748100"
38,FERNANDO,ROI_0210,20190804T063639_20190804T063633_T43WFT,S2B_MSIL1C_20190804T063639_N0208_R120_T43WFT_20190804T084617,2019-08-04T06:39:51Z,N02.13,4.3.0,1.5.0,0.97057693629,0,0,0,176.919904147,37.5008312179,S1B_IW_GRDH_1SDV_20190802T012934_20190802T012959_017400_020B8A_E4AD,2019-08-02T01:29:34Z,Sentinel-1 IPF,3.1,Copernicus S1 Core Ground Segment - UPA,3.1,0.912305417996688,90,high,low-cloudy,2,2.0,32643,"POLYGON ((621670 7743010, 626760 7743010, 626760 7748100, 621670 7748100, 621670 7743010))",509,POINT (78.2228 69.78839),"10, 0, 621670, 0, -10, 7748100"
